strategy,,alpha_annual,annual_return,annual_vol,beta,max_drawdown,sharpe,terminal_equity
benchmark,mean,0.00048468780841166484,0.10712853758524442,0.17297006166828463,0.996031746031746,-0.15035281272745102,0.6218646470580437,1.1279631802272658
benchmark,median,0.000485451819638859,0.10666072769492048,0.1725378299430281,0.996031746031746,-0.1401334263843782,0.6283484945542289,1.112557062722157
benchmark,std,0.0006485951126708343,0.16340491493310255,0.007767281566011085,7.354988777755191e-17,0.05452658041546048,0.947138268832601,0.18454702198626396
benchmark,<lambda>,-0.0005960935709667077,-0.16422851954685508,0.16085700627310293,0.9960317460317459,-0.25525379531443354,-0.9657360463513937,0.8485484429486796
benchmark,<lambda>,0.0015018594718432692,0.3620791595309911,0.18686978829217715,0.9960317460317462,-0.08186361187986181,2.092223612598724,1.4363127113086405
regime,mean,0.006653769391520713,0.048119309567420415,0.07210902733719123,0.3610078847277992,-0.0736120369956783,0.6634956869421125,1.0525645498746998
regime,median,0.0073394179496208386,0.048912134920458636,0.07231251937038634,0.35981937216813853,-0.06742662238267905,0.6972243487499226,1.0501280771902237
regime,std,0.041084604789379864,0.07898743940168869,0.004734730122374246,0.033457275521956424,0.03121103204868289,1.0842619144560688,0.08316061047448352
regime,<lambda>,-0.06104824059271764,-0.08348391038834208,0.06435625387622762,0.3113165853036686,-0.1335658515819249,-1.169711692028729,0.9199059055730421
regime,<lambda>,0.07118309849517199,0.17620164935915913,0.07993194860328279,0.41669513202949604,-0.03449292478594151,2.463496859652702,1.192678830271028
regime_trend,mean,0.06162772844424952,0.12387264402916136,0.10085406584449805,0.5469216827856538,-0.0766918297806566,1.2267660770751136,1.1372065213359746
regime_trend,median,0.06085545435251155,0.1265676660132602,0.10085569776553403,0.547261296127925,-0.07004306908480967,1.2727574664726569,1.1349262776938371
regime_trend,std,0.02670686148805136,0.09709355879565858,0.007526708453692039,0.04537143577911722,0.0305190799780647,0.9488853066610339,0.11059309334547934
regime_trend,<lambda>,0.020432405291646916,-0.0312631249647236,0.08873766285326706,0.47364052015652125,-0.138052190725944,-0.2905851688965156,0.9692208132570255
regime_trend,<lambda>,0.10464153665055953,0.28086529070673066,0.11301391624456186,0.6201092259324259,-0.03955033053766447,2.7710581791162032,1.3242753487405352
